Hit@10,Hit@20,Hit@50,NDCG@10,NDCG@20,NDCG@50,epoch,loss,step
0.10175313800573349,0.14155413210391998,0.20777066051959991,0.05139150843024254,0.06141473352909088,0.07452883571386337,1,7.806245803833008,1
0.11502013355493546,0.15932242572307587,0.23430466651916504,0.058364417403936386,0.0695163831114769,0.08427949994802475,2,7.472989082336426,2
0.1272210329771042,0.17365552484989166,0.2534944415092468,0.06619191914796829,0.07786891609430313,0.0937068834900856,3,7.254862308502197,3
0.13219615817070007,0.18289504945278168,0.2619047462940216,0.06909986585378647,0.08190292119979858,0.09754781424999237,4,7.083401203155518,4
0.13622364401817322,0.18633024394512177,0.269604355096817,0.07066776603460312,0.08327563852071762,0.09974505752325058,5,6.951526165008545,5
0.13835583627223969,0.18834398686885834,0.2764747738838196,0.07125376164913177,0.08390846848487854,0.10136198252439499,6,6.842386722564697,6
0.1430940479040146,0.19296374917030334,0.2796730697154999,0.07307249307632446,0.08560632169246674,0.10274462401866913,7,6.730442047119141,7
0.14416015148162842,0.19272683560848236,0.28204217553138733,0.07351096719503403,0.08582086861133575,0.10345660150051117,8,6.613868236541748,8
0.14368632435798645,0.19426675140857697,0.2814498841762543,0.07342876493930817,0.08623109012842178,0.10346564650535583,9,6.495011329650879,9
0.14534470438957214,0.1939113885164261,0.28678038716316223,0.07366117835044861,0.08594897389411926,0.10434938222169876,10,6.375002384185791,10
0.14522624015808105,0.19710968434810638,0.2854773700237274,0.07332690805196762,0.08643954247236252,0.1039464920759201,11,6.264912128448486,11
0.145936980843544,0.19936034083366394,0.28796494007110596,0.07275455445051193,0.0861763209104538,0.10366648435592651,12,6.130040645599365,12
0.1475953608751297,0.19900497794151306,0.2872542142868042,0.07343697547912598,0.08639299869537354,0.10387752950191498,13,6.010546684265137,13
0.14108030498027802,0.1939113885164261,0.2805022597312927,0.07128342241048813,0.08465319871902466,0.10174927860498428,14,5.87966251373291,14
0.14356787502765656,0.19320066273212433,0.27398720383644104,0.07113537937402725,0.08360477536916733,0.09961389750242233,15,5.799923419952393,15
0.1382373869419098,0.1872778981924057,0.2649846076965332,0.07004432380199432,0.0824693813920021,0.0978301465511322,16,5.670443058013916,16
0.13361762464046478,0.18502724170684814,0.2635631263256073,0.06856732070446014,0.08155789226293564,0.0970994159579277,17,5.513699054718018,17
0.13740819692611694,0.18325041234493256,0.26119402050971985,0.06934481114149094,0.08093881607055664,0.09638003259897232,18,5.428667068481445,18
0.1350390911102295,0.18656715750694275,0.2666429579257965,0.06921295076608658,0.08222442120313644,0.09811123460531235,19,5.260758399963379,19
0.13053777813911438,0.18230277299880981,0.25965410470962524,0.06730634719133377,0.08035732805728912,0.0956440418958664,20,5.201188564300537,20
0.13290689885616302,0.18123666942119598,0.25775882601737976,0.06887586414813995,0.08111368119716644,0.09630754590034485,21,5.021267890930176,21
0.13101160526275635,0.1778014600276947,0.24994076788425446,0.06773784011602402,0.07947922497987747,0.09378032386302948,22,4.93350887298584,22
