Hit@10,Hit@20,Hit@50,NDCG@10,NDCG@20,NDCG@50,epoch,loss,step
0.05075948312878609,0.08075719326734543,0.12976108491420746,0.02246071770787239,0.030024539679288864,0.03973868116736412,1,8.176990509033203,1
0.06098770722746849,0.0916723906993866,0.1448744386434555,0.026942873373627663,0.034650977700948715,0.0451514795422554,2,8.008359909057617,2
0.059995416551828384,0.0937333032488823,0.15220211446285248,0.026844937354326248,0.03531532362103462,0.046875156462192535,3,7.909520149230957,3
0.06419356912374496,0.10060300678014755,0.16159071028232574,0.029081424698233604,0.0382726714015007,0.050314467400312424,4,7.856442451477051,4
0.06823906302452087,0.10503014922142029,0.16708648204803467,0.030896661803126335,0.04016276076436043,0.05239726975560188,5,7.780605316162109,5
0.07113960385322571,0.1080070212483406,0.17212426662445068,0.03220886364579201,0.04147937148809433,0.054153766483068466,6,7.741622447967529,6
0.07251354306936264,0.11014425754547119,0.17685672640800476,0.033134158700704575,0.04262789711356163,0.05584005266427994,7,7.668692588806152,7
0.07434546947479248,0.11159452795982361,0.17861230671405792,0.033703628927469254,0.043052077293395996,0.05628149211406708,8,7.634592533111572,8
0.07564307749271393,0.11380810290575027,0.1802915781736374,0.03432263433933258,0.04389036074280739,0.05705076828598976,9,7.579006195068359,9
0.07968857139348984,0.11968551576137543,0.18609265983104706,0.03649897128343582,0.04657914489507675,0.05968227982521057,10,7.54652738571167,10
0.0788489431142807,0.1198381781578064,0.18502403795719147,0.03639264777302742,0.04674231633543968,0.05960940197110176,11,7.514367580413818,11
0.08052819967269897,0.1198381781578064,0.18624532222747803,0.037196457386016846,0.04707679525017738,0.060180820524692535,12,7.493890762329102,12
0.08373406529426575,0.12434165179729462,0.19212272763252258,0.039067886769771576,0.0493425689637661,0.06266158074140549,13,7.456437110900879,13
0.0829707607626915,0.12319669872522354,0.19082511961460114,0.038860224187374115,0.04899653419852257,0.062380336225032806,14,7.42857551574707,14
0.0860239639878273,0.12533393502235413,0.19235172867774963,0.040280457586050034,0.05018952861428261,0.06339219957590103,15,7.415677547454834,15
0.08358140289783478,0.12350201606750488,0.1895275115966797,0.039599716663360596,0.049682822078466415,0.06272407621145248,16,7.390223503112793,16
0.0890771672129631,0.12892144918441772,0.19532859325408936,0.041718095541000366,0.051798541098833084,0.0649113655090332,17,7.371243000030518,17
